Sample_ID,Plot,DateWeighed,DateFiltered,DateDelivered ,FalcoStandingTubeWeight wOutLid.g,WetSampleWeigh.g,DrySample Weigh.g ,Moisture.perc,MoistureDec.,DM.perc,DMDec,Study,Year,Location,SiteYear,Block,TrtNo,Trt,Residue,Herbicide,CovCropStg,CovCrop,CovStgResII,CovStgRes,CovStgResIV,CovStgResIII,Assay,AppTiming,TestHerb.ppm,perc.Recovery,ppmAdjustedto15gdry,Background.ppm,AdjTest-Back.ppm,StdHerb.ppm,Ratio,pyroxasulfone.mgL,DepWashSum.ppm,RyeBio,VetchBio,CloverBio
3P107W,107,45132,45133,45133,10.61,16.82,11.89,41.46341463,0.414634146,58.53658537,0.585365854,Petris,2023,PA,PA23,B2,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,0 DAT,0.0233,0.039804167,0.029394449,0.0012156,0.028178849,0.394786132,0.071377505,0.0233,0.241220727,189.616,0,0
3E105W,105,12/12/23,12/13/23,12/13/23,10.64,14.574,14.46,0.788381743,0.007883817,99.21161826,0.992116183,Petris,2023,DE,DE23,B1,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,0 DAT,0.0286,0.028827269,0.02966805,0,0.02966805,0.34436547,0.086152802,0.0286,0.312744648,46.8,0,0
3V402W,402,45176,45183,45183,10.52,15.87,14.28,11.13445378,0.111344538,88.86554622,0.888655462,Petris,2023,VA,VA23,B4,2,Yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,0 DAT,0.0348,0.039160284,0.036554622,0.006672747,0.029881875,0.49540007,0.060318673,0.0348,0.127823979,153,0,0
3P403W,403,45132,45133,45133,10.46,15.5,10.94,41.68190128,0.416819013,58.31809872,0.583180987,Petris,2023,PA,PA23,B3,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,0 DAT,0.0266,0.045611912,0.036471664,0.0012156,0.035256064,0.394786132,0.089304211,0.0266,0.233178395,134.624,0,0
3E211W,211,12/12/23,12/13/23,12/13/23,10.655,16.649,16.545,0.628588697,0.006285887,99.3714113,0.993714113,Petris,2023,DE,DE23,B2,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,0 DAT,0.04,0.040253026,0.036264733,0,0.036264733,0.34436547,0.105308854,0.04,0.219104736,35.2,0,0
3E212W,212,45131, 8/1/2023, 8/1/2023,10.66,15.87,15.84,0.189393939,0.001893939,99.81060606,0.998106061,Petris,2023,DE,DE23,B2,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,21 DAT,0.0396,0.039675142,0.0375,0,0.0375,0.596552382,0.062861202,0.0396,0.530037313,87.6,0,0
3V301W,301,45176,45183,45183,10.57,13.84,13.73,0.801165331,0.008011653,99.19883467,0.991988347,Petris,2023,VA,VA23,B3,8,Yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,21 DAT,0.0453,0.045665859,0.049490168,0.006672747,0.042817421,0.492890719,0.086870009,0.0453,0.104244674,166,0,0
2P303 W,303,45591,45603,45603,12.987,19.655,13.221,48.66500265,0.486650026,51.33499735,0.513349974,Petri,2022,PA,PA22,B3,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,21 DAT,0.041,0.079867541,0.046516905,0.00136502,0.045151885,0.386006861,0.116971716,0.041,0.210398761,62.23,0,0
3E106W,106,45132,45140,45140,10.5,15.62,15.4,1.428571429,0.014285714,98.57142857,0.985714286,Petris,2023,DE,DE23,B1,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,21 DAT,0.0482,0.048898551,0.046948052,0,0.046948052,0.596552382,0.07869896,0.0482,0.677764379,104.8,0,0
3V312W,312,45183,45184,45184,10.51,15.79,13.59,16.1883738,0.161883738,83.8116262,0.838116262,Petris,2023,VA,VA23,B3,2,Yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,0 DAT,0.0545,0.065026778,0.060154525,0.006672747,0.053481779,0.49540007,0.107956745,0.0545,0.414335534,93.5,0,0
3E308W,308,45131, 8/1/2023, 8/1/2023,10.71,16.12,15.79,2.089930336,0.020899303,97.91006966,0.979100697,Petris,2023,DE,DE23,B3,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,21 DAT,0.0568,0.058012419,0.053958201,0,0.053958201,0.596552382,0.090450064,0.0568,0.429387317,76,0,0
2P403 W,403,45586,45603,45603,12.994,16.363,10.834,51.03378254,0.510337825,48.96621746,0.489662175,Petri,2022,PA,PA22,B3,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,0 DAT,0.041,0.083731197,0.056765737,0.00136502,0.055400717,0.451419263,0.122725638,0.041,0.328982759,98.31,0,0
2V212D,212,45596,na,na,12.924,17.249,16.914,1.980607781,0.019806078,98.01939222,0.980193922,Petris,2022,VA,VA22,B2,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,21 DAT,0.0665,0.067843718,0.058974814,0.00273538,0.056239434,0.195861906,0.287138194,0.0665,0.155706697,68,0,0
2V107W,107,45596,na,na,12.94,17.399,17.138,1.522931497,0.015229315,98.4770685,0.984770685,Petris,2022,VA,VA22,B1,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,21 DAT,0.0706,0.071691817,0.061792508,0.00273538,0.059057128,0.195861906,0.30152432,0.0706,0.119919509,77,0,0
2V107D,107,45593,na,na,12.955,15.82,15.543,1.782152738,0.017821527,98.21784726,0.982178473,Petris,2022,VA,VA22,B1,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,21 DAT,0.0659,0.067095749,0.063597761,0.00273538,0.060862381,0.195861906,0.310741288,0.0659,0.119919509,77,0,0
3V301D,301,45183,45184,45184,10.7,15.27,15,1.8,0.018,98.2,0.982,Petris,2023,VA,VA23,B3,8,Yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,21 DAT,0.0681,0.069348269,0.0681,0.006672747,0.061427253,0.492890719,0.124626516,0.0681,0.104244674,166,0,0
3V202W,202,45176,45183,45183,10.45,14.77,12.55,17.68924303,0.17689243,82.31075697,0.82310757,Petris,2023,VA,VA23,B2,2,Yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,0 DAT,0.0572,0.06949274,0.068366534,0.006672747,0.061693787,0.49540007,0.124533263,0.0572,0.231589668,105,0,0
2V303W,303,45593,na,na,12.949,15.101,14.889,1.423869971,0.0142387,98.57613003,0.9857613,Petris,2022,VA,VA22,B3,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,21 DAT,0.0642,0.065127328,0.064678622,0.00273538,0.061943242,0.195861906,0.316259773,0.0642,0.143627458,77,0,0
3P104W,104,45132,45133,45133,10.7,16.44,11.4,44.21052632,0.442105263,55.78947368,0.557894737,Petris,2023,PA,PA23,B1,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,0 DAT,0.0491,0.088009434,0.064605263,0.0012156,0.063389663,0.394786132,0.160567097,0.0491,0.286800929,178.08,0,0
2P204 W,204,45591,45603,45603,12.953,19.143,12.895,48.45288872,0.484528887,51.54711128,0.515471113,Petri,2022,PA,PA22,B1,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,21 DAT,0.058,0.112518429,0.067468011,0.00136502,0.066102991,0.386006861,0.171248228,0.058,0.290360378,78.1,0,0
2V401W,401,45593,na,na,12.935,17.258,17.043,1.261514991,0.01261515,98.73848501,0.98738485,Petris,2022,VA,VA22,B4,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,21 DAT,0.0833,0.084364268,0.073314557,0.00273538,0.070579177,0.195861906,0.360351732,0.0833,0.175297723,118,0,0
2P207 W,207,45591,45607,45612,12.902,17.396,11.726,48.35408494,0.483540849,51.64591506,0.516459151,Petri,2022,PA,PA22,B2,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,21 DAT,0.057,0.110366909,0.07291489,0.00136502,0.07154987,0.386006861,0.185359063,0.057,0.289057325,70.71,0,0
3P204W,204,45132,45133,45133,10.56,15.98,10.94,46.06946984,0.460694698,53.93053016,0.539305302,Petris,2023,PA,PA23,B1,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,21 DAT,0.0601,0.111439661,0.082404022,0.0012156,0.081188422,0.275289491,0.294920165,0.0601,0.342519992,159,0,0
2V303D,303,45593,na,na,13.021,16.495,16.187,1.902761475,0.019027615,98.09723852,0.980972385,Petris,2022,VA,VA22,B3,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,21 DAT,0.0911,0.092867038,0.084419596,0.00273538,0.081684216,0.195861906,0.417050041,0.0911,0.143627458,77,0,0
3P207W,207,45132,45133,45133,10.76,16.49,10.54,56.4516129,0.564516129,43.5483871,0.435483871,Petris,2023,PA,PA23,B2,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,21 DAT,0.0586,0.134562963,0.083396584,0.0012156,0.082180984,0.275289491,0.298525685,0.0586,0.197764164,169.3,0,0
2P310 W,310,45591,45603,45603,12.969,17.336,11.489,50.89215772,0.508921577,49.10784228,0.491078423,Petri,2022,PA,PA22,B4,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,21 DAT,0.064,0.130325417,0.083558186,0.00136502,0.082193166,0.386006861,0.212931878,0.064,0.189103964,103.07,0,0
2E402D,402,45380,na,na,12.977,17.999,17.901,0.547455449,0.005474554,99.45254455,0.994525446,Petris,2022,DE,DE22,B4,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,0 DAT,0.1068,0.107387901,0.089492207,0.004081526,0.085410682,0.19339124,0.441647109,0.1068,0.098763509,37.4,0,0
3E303D,303,12/12/23,12/13/23,12/13/23,10.594,15.59,15.506,0.541725784,0.005417258,99.45827422,0.994582742,Petris,2023,DE,DE23,B3,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,0 DAT,0.0892,0.089685851,0.086289178,0,0.086289178,0.34436547,0.25057442,0.0892,0.199463985,55.6,0,0
2E211D,211,45610,na,na,12.963,15.975,15.895,0.503302925,0.005033029,99.49669707,0.994966971,Petris,2022,DE,DE22,B2,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,0 DAT,0.1003,0.100807366,0.094652406,0.004081526,0.090570881,0.19339124,0.468329801,0.1003,0.10708331,43,0,0
2P104 W,104,45586,45603,45603,12.988,17.462,11.22,55.63279857,0.556327986,44.36720143,0.443672014,Petri,2022,PA,PA22,B1,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,0 DAT,0.073,0.164535958,0.097593583,0.00136502,0.096228563,0.451419263,0.213168934,0.073,0.467813816,131.92,0,0
3V402D,402,45176,45183,45183,10.49,14.57,14.41,1.110340042,0.0111034,98.88965996,0.9888966,Petris,2023,VA,VA23,B4,2,Yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,0 DAT,0.1005,0.101628421,0.104614851,0.006672747,0.097942104,0.49540007,0.197703048,0.1005,0.127823979,153,0,0
2V212W,212,45593,na,na,12.953,17.296,17.025,1.591776799,0.015917768,98.4082232,0.984082232,Petris,2022,VA,VA22,B2,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,21 DAT,0.116,0.117876328,0.102202643,0.00273538,0.099467263,0.195861906,0.507843843,0.116,0.155706697,68,0,0
2P410 W,410,45586,45603,45603,12.952,19.12,5.776,231.0249307,2.310249307,-131.0249307,-1.310249307,Petri,2022,PA,PA22,B4,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,0 DAT,0.039,-0.029765328,0.101281163,0.00136502,0.099916143,0.451419263,0.221337792,0.039,0.322508269,117.63,0,0
2V401D,401,45593,na,na,12.924,16.106,15.844,1.653622823,0.016536228,98.34637718,0.983463772,Petris,2022,VA,VA22,B4,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,21 DAT,0.1135,0.11540842,0.107453926,0.00273538,0.104718546,0.195861906,0.534654993,0.1135,0.175297723,118,0,0
2P310 D,310,45591,45603,45603,12.955,15.827,15.793,0.215285253,0.002152853,99.78471475,0.997847147,Petri,2022,PA,PA22,B4,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,21 DAT,0.114,0.114245955,0.108275818,0.00136502,0.106910798,0.386006861,0.276966056,0.114,0.189103964,103.07,0,0
3P310W,310,45132,45133,45133,10.62,17.23,10.98,56.92167577,0.569216758,43.07832423,0.430783242,Petris,2023,PA,PA23,B4,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,21 DAT,0.0798,0.185243975,0.109016393,0.0012156,0.107800793,0.275289491,0.391590658,0.0798,0.299428201,142.7,0,0
2E101D,101,45605,na,na,13.011,17.88,17.757,0.692684575,0.006926846,99.30731542,0.993073154,Petris,2022,DE,DE22,B1,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,0 DAT,0.1376,0.138559782,0.116235851,0.004081526,0.112154325,0.19339124,0.579934877,0.1376,0.123523239,26.4,0,0
3E303W,303,45132,45140,45140,10.62,15.59,15.56,0.192802057,0.001928021,99.80719794,0.998071979,Petris,2023,DE,DE23,B3,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,0 DAT,0.1174,0.117626787,0.113174807,0,0.113174807,0.34436547,0.328647373,0.1174,0.199463985,55.6,0,0
2P107 W,107,45586,45603,45603,12.934,18.134,11.894,52.46342694,0.524634269,47.53657306,0.475365731,Petri,2022,PA,PA22,B2,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,0 DAT,0.091,0.191431553,0.114763746,0.00136502,0.113398726,0.451419263,0.251204889,0.091,0.42559098,134.28,0,0
3P207D,207,45105,45114,45114,10.5,16.4,16.4,0,0,100,1,Petris,2023,PA,PA23,B2,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,21 DAT,0.1277,0.1277,0.11679878,0.0012156,0.11558318,0.275289491,0.419860488,0.1277,0.197764164,169.3,0,0
2E306D,306,45610,na,na,12.963,15.882,15.765,0.742150333,0.007421503,99.25784967,0.992578497,Petris,2022,DE,DE22,B3,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,0 DAT,0.1327,0.133692197,0.126260704,0.004081526,0.122179179,0.19339124,0.631772044,0.1327,0.148055674,58.8,0,0
3E401D,401,45132,45140,45140,10.57,16.11,16.03,0.499064255,0.004990643,99.50093575,0.995009357,Petris,2023,DE,DE23,B4,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,0 DAT,0.1351,0.135777618,0.126419214,0,0.126419214,0.34436547,0.367107695,0.1351,0.679045735,63.2,0,0
3P303W,303,45132,45133,45133,10.71,15.92,10.59,50.33050047,0.503305005,49.66949953,0.496694995,Petris,2023,PA,PA23,B3,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,21 DAT,0.0982,0.197706844,0.139093484,0.0012156,0.137877884,0.275289491,0.500846885,0.0982,0.366021597,120.2,0,0
2P303 D,303,45591,45603,45603,13.023,15.233,15.215,0.118304305,0.001183043,99.8816957,0.998816957,Petri,2022,PA,PA22,B3,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),washoff,21 DAT,0.169,0.169200171,0.166611896,0.00136502,0.165246876,0.386006861,0.428093106,0.169,0.210398761,62.23,0,0
2E102D,102,45381,na,na,13.052,15.179,15.066,0.750033187,0.007500332,99.24996681,0.992499668,Petris,2022,DE,DE22,B1,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,21 DAT,0.172,0.173299806,0.171246515,0.004081526,0.16716499,0.313130202,0.533851379,0.172,0.173585675,22.4,0,0
3V202D,202,45183,45184,45184,10.6,15.55,15.3,1.633986928,0.016339869,98.36601307,0.983660131,Petris,2023,VA,VA23,B2,2,Yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,0 DAT,0.1801,0.183091694,0.176568627,0.006672747,0.169895881,0.49540007,0.342946825,0.1801,0.231589668,105,0,0
2E305D,305,45603,na,na,12.97,18.683,18.628,0.295254456,0.002952545,99.70474554,0.997047455,Petris,2022,DE,DE22,B3,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,21 DAT,0.2238,0.224462736,0.180212583,0.004081526,0.176131058,0.313130202,0.562485052,0.2238,0.181814659,23.2,0,0
3P410D,410,45113,45114,45114,10.418,15.615,15.582,0.211782826,0.002117828,99.78821717,0.997882172,Petris,2023,PA,PA23,B4,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,0 DAT,0.1882,0.188599421,0.181170581,0.0012156,0.179954981,0.394786132,0.455829034,0.1882,0.20790263,159.824,0,0
3E211D,211,12/12/23,12/13/23,12/13/23,10.631,15.267,15.169,0.646054453,0.006460545,99.35394555,0.993539455,Petris,2023,DE,DE23,B2,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,0 DAT,0.1849,0.186102322,0.182840003,0,0.182840003,0.34436547,0.530947551,0.1849,0.219104736,35.2,0,0
3P310D,310,45105,45114,45114,10.54,15.21,15.16,0.329815303,0.003298153,99.6701847,0.996701847,Petris,2023,PA,PA23,B4,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,21 DAT,0.1949,0.195544937,0.192843008,0.0012156,0.191627408,0.275289491,0.696094164,0.1949,0.299428201,142.7,0,0
3P403D,403,45120,45140,45140,10.47,15.66,15.66,0,0,100,1,Petris,2023,PA,PA23,B3,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,0 DAT,0.2079,0.2079,0.199137931,0.0012156,0.197922331,0.394786132,0.501340637,0.2079,0.233178395,134.624,0,0
3P107D,107,45113,45114,45114,10.622,15.241,15.178,0.41507445,0.004150744,99.58492555,0.995849256,Petris,2023,PA,PA23,B2,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,0 DAT,0.2168,0.217703632,0.214257478,0.0012156,0.213041878,0.394786132,0.539638707,0.2168,0.241220727,189.616,0,0
2P207 D,207,45591,45605,45605,13.003,16.576,16.585,-0.054265903,-0.000542659,100.0542659,1.000542659,Petri,2022,PA,PA22,B2,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,21 DAT,0.242,0.241868748,0.218872475,0.00136502,0.217507455,0.386006861,0.5634808,0.242,0.289057325,70.71,0,0
2P410 D,410,45586,45603,45603,13,14.817,17.548,-15.56302713,-0.155630271,115.5630271,1.155630271,Petri,2022,PA,PA22,B4,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,0 DAT,0.262,0.22671611,0.223957146,0.00136502,0.222592126,0.451419263,0.493093991,0.262,0.322508269,117.63,0,0
3P104D,104,45113,45114,45114,10.43,14.07,14.07,0,0,100,1,Petris,2023,PA,PA23,B1,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,0 DAT,0.2107,0.2107,0.224626866,0.0012156,0.223411266,0.394786132,0.565904544,0.2107,0.286800929,178.08,0,0
2P204 D,204,45591,45603,45603,12.994,15.444,15.424,0.12966805,0.00129668,99.87033195,0.99870332,Petri,2022,PA,PA22,B1,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,21 DAT,0.232,0.23230122,0.225622407,0.00136502,0.224257387,0.386006861,0.58096736,0.232,0.290360378,78.1,0,0
3P303D,303,45105,45114,45114,10.66,15.18,15.14,0.264200793,0.002642008,99.73579921,0.997357992,Petris,2023,PA,PA23,B3,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,21 DAT,0.2315,0.232113245,0.229359313,0.0012156,0.228143713,0.275289491,0.828741091,0.2315,0.366021597,120.2,0,0
3V107D,107,45176,45183,45183,10.44,14.88,14.66,1.500682128,0.015006821,98.49931787,0.984993179,Petris,2023,VA,VA23,B1,2,Yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,0 DAT,0.2569,0.260813989,0.262858117,0.006672747,0.256185371,0.49540007,0.517128249,0.2569,0.277049417,115,0,0
3P204D,204,45105,45114,45114,10.5,15.83,15.9,-0.440251572,-0.004402516,100.4402516,1.004402516,Petris,2023,PA,PA23,B1,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,21 DAT,0.2783,0.27708015,0.26254717,0.0012156,0.26133157,0.275289491,0.949297298,0.2783,0.342519992,159,0,0
2P403 D,403,45586,45603,45603,12.986,15.188,15.112,0.502911593,0.005029116,99.49708841,0.994970884,Petri,2022,PA,PA22,B3,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,0 DAT,0.277,0.278400106,0.274947062,0.00136502,0.273582042,0.451419263,0.606048666,0.277,0.328982759,98.31,0,0
3E105D,105,12/12/23,12/13/23,12/13/23,10.783,14.369,14.217,1.069142576,0.010691426,98.93085742,0.989308574,Petris,2023,DE,DE23,B1,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,0 DAT,0.2683,0.271199509,0.283076598,0,0.283076598,0.34436547,0.822023759,0.2683,0.312744648,46.8,0,0
3E406D,406,45132,45140,45140,10.55,16.67,16.55,0.725075529,0.007250755,99.27492447,0.992749245,Petris,2023,DE,DE23,B4,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),SECCE (heading),SECCE (heading),deposition,21 DAT,0.3203,0.322639379,0.290302115,0,0.290302115,0.596552382,0.486633067,0.3203,0.313976779,90,0,0
